Playwright,226
Asst General Manager,1
J. J. Maloney,1
"Billy ""Swede"" Hall and Company",1
Aquatic Director,1
Sam Mahoney,1
John W. Crowley,1
Wm. A. Brady,1
Color Schemes selector,1
Farm Costumes,1
Bert Angeles,1
Joseph A. Golden,1
Joseph Hayden,1
Owner,1
"Producer of ""The Villain Still Pursued Her""",1
Time,1
United Booking Office,1
Pawn Tickets,1
Simpson,1
Perfume Extract de Porcine,1
Armour & Co.,1
Hats and Gowns,1
F.W. Woolworth Co.,1
Lewis Wolf,1
Samuel Tauber,1
Ass't. General Manager,1
J.J. Maloney,1
W. W. Jacobs and H. N. Sargent,1
Musical Directess,1
Harry Tate,1
Fred Turner,1
Blanche Merrill,1
Madame Estella,1
Dave Stampfer,1
H.N. Sargent,1
W.W. Jacobs,1
Representative for Mr. Fields,1
Marie Doran,1
Miss Bergere,1
Mme. Bacon,1
Conductor of Bronx Theatre Orchestra,1
Edw. Blondell and Company,1
Matthews and Alshayne,1
John P. Wade,1
Treasurer for William Morris,1
General Press Representative for William Morris,1
Secretary for William Morris,1
M. M. Wagner,1
Walter Browne,1
Irene Berge,1
I. W. Hope,1
John McKee,1
Ass't Stage Manager,1
Theodore Wilde,1
Assistant Mechanic,1
Claud Doane,1
Flyman,1
Frank Colbert,1
Thomas Little,1
Assistant Master of Properties,1
Clarence Deuell,1
Jerry Simpson,1
Robert Stanton,1
Mrs. S. Randolph,1
E. Ray Goetz and A. Baldwin Sloane,1
William Redfield and Hilding Anderson,1
Gown Fabricators,1
Mme. M. Smith and Kate Gallagher,1
General Manager for Lew Fields,1
"Representative with ""The Sun Dodgers"" Company",1
John P. Toehey,1
Clyde Hall,1
Ben Quatrochi,1
Miss Annette Barclay,1
"Harriet Ford, Harvey J. O'Higgins and the Famous Detective, William J. Burns",1
Lyrics by,1
Theatre Orchestra,1
J. Hartley Manners,1
Thomas A. Wise,1
Harrison Rhodes,1
Lighting,1
Kliegl Bros.,1
George V. Hobart,1
Wilfred Clarke,1
E. Ray Goetz and John D. Golden,1
Joseph Hart's,1
In a Musical and Terpsichorean Novelty,1
The Grazers,1
Character Singing Comedians,1
Pealson and Goldie,1
"Presenting Mr. Clarke's Farce ""What will happen next?""",1
Wilfried Clarke Company,1
Scenery construction,1
Lew Fields' Production,1
Words by ,1
Rhymes by ,1
Scenery by ,1
Paul Schindler,1
Assistant for Nana,1
Mon. Alexis,1
Tom Vallance,1
Business Managers,1
Charles Fields and Max Weber,1
Stage producer,1
Elaborator,1
Inventor of snow storm effect,1
E. Pinelli,1
Business manager,1
A. Mennilli,1
General manager,1
Ponchielli,1
Donizetti,1
Verdi,1
La Scala Italian Grand Opera Co.,1
Jane Quirk,1
General Stage Director for Jesse L. Lasky,1
John H. M. Dudley,1
Music Arranger for Big City Four,1
"Geoffrey O'Hara, U. S. Government Musical Instructor on the Indian Reservation",1
Suffragette Girl,1
Grace Hall,1
The Man,1
The Servant,1
"""La Brulante""",1
Comedy Star,1
Mrs. McDevitt,1
Business Mechanic,1
Howard Washburn,1
Miss Jane Quirk,1
Fred. De Gresac and Harry B. Smith,1
Gustave Saltzer,1
Frederic A. Bishop,1
Earl C. Anthony and Arthur F. Kales,1
Personal Representative,1
Patrricia Flynn,1
George W. Monroe,1
Hilding Anderson,1
Ward'be Mistress,1
"General Press Representative, Lew Fields",1
"Manager, Lew Fields Company",1
I. Miller,1
New York Calcium Light Co.,1
Costumes & Chorus Gowns,1
Ms. Herlein's gowns and hats,1
"Clarice, New York",1
William J. Wilson,1
J.C. Huffman,1
Leo. C. Teller,1
Carl von Wegern,1
"B. Altman & Co., Fifth Avenue, New York; Boucher & Fils, Paris",1
"Draperies, Hangings and Furniture, etc.",1
"Altman & Co., Fifth Avenue and M. Eilenberg",1
"Russel Uniform, Co., New York",1
"Young Bros., New York",1
"Kliegle Bros., New York",1
Flowers,1
"General Flower and Decorating Company, New York",1
Business representative,1
Paul Philipp,1
Assistant Manager,1
Otto Hess,1
Young Bros.,1
Young Bros,1
Adapter,1
The Adolf Philipp Company,1
Frank Smithson,1
Hy. Mayer,1
Charles Brown,1
Edwin Wakefield,1
Staged director,1
Mrs. Wagner,1
Tony Forte,1
A. Lefkowitz,1
Wm. P. Nolan,1
Chas. Stade,1
Horace J. Hain,1
Robert W. Priest,1
Harriet Ford and Harvey J. O'Higgins,1
Consultant,1
Detective Wm. J. Burns,1
Gustav von Seyffertitz and Robert Hilliard,1
Copywright holder,1
K. M. Turner,1
George W. Sammis,1
Ralph Theadore,1
James Kelly,1
Composer of Additional Numbers,1
Manager of Lederer's Costume Department,1
Additional Numbers,1
Mr. George W. Lederer,1
Costume Manager,1
Composer of Incidental Music,1
Frederic Knight Logan,1
T. Bernard MacDonald,1
H. A. Ogden,1
First Violinist of the Olcott Company,1
Albert Pearl,1
George Brennan,1
Edw. F. Kendall,1
Edmund Shalet,1
John Borden,1
Karl Kummer,1
Alex. Blair,1
Karl Kammer,1
Albert Kester,1
Homer F. Emens and Unitt & Wickes,1
"Dermot MacMurrough, Chauncey Olcott, Louis Weslyn, Ernest R. Ball, Dan J. Sullivan, Frederic Knight Logan",1
Lew Fields' Midsummer Production,1
Mr.Paul Schindler,1
Mr. Fields' Agent,1
Mr. Weber's Agent,1
Julius Wilhelm,1
Fritz Grunbaum,1
Julius Wilhelm and Fritz Grunbaum,1
English Book and Lyrics,1
C. C. S. Cushing and E. P. Heath,1
Albert Pesce,1
Harry Child,1
Robert Buchanan,1
Joseph Donohue,1
Joseph Smith,1
Hugh McManus,1
William C. Elliott,1
Mrs. D. L. Keating,1
"PALI RACK, the Gypsy Leader",1
J.K. MURRAY,1
Edward O'Hara,1
Mechanical Effect,1
Electrical Effect,1
Henry Gebhart,1
Ernest Gros; Ronsin; Dodge & Castle,1
Kate Douglas Wiggin and Charlotte Thompson,1
Kate Douglas Wiggin,1
Lawrence Marston,1
M. P. Kreuger,1
Representative for Klaw & Erlanger,1
Edward G. Cooke,1
Machinist,1
H. R. Johnson,1
Charles Gibler,1
Arthur Ellick,1
Harry Buchanan,1
Globe Electric Company,1
Scene Construction,1
Platzer,1
"Klaw & Erlanger, Mr. Joseph Brooks",1
C. P. Schwager,1
The Dormet Film Company,1
Electrican,1
T. D. Bonneville,1
Source Material,1
Script Elaborator,1
Lottie Blair Parker and Joseph R. Grismer,1
E. D. Price,1
Reginald Barker,1
Alden Wheeler,1
George H. Smith,1
Barney Goldberg,1
"Agent of Frazer, Bunce and Moran",1
Agent of Ben Edwards,1
Agent for Eleanor Fischer,1
Agent for Harry Thompson,1
Agent for Sidney C. Gibson,1
"Joe Rose, College Inn",1
Agent for Eddie Cline,1
Announcer for Kohl and Wood,1
Eddie Mannix,1
Agent for Bob Fisher,1
Emma Trantini,1
Agent for Dick Richards,1
Minden Cabaret,1
Moses Richter,1
Jacob Gordin,1
Thomas Bennett,1
Lew Pollack,1
"Augustus Pitou, Jr. Inc.",1
"Augustus Pitou, Sr.",1
"Augustus Pitou, Jr.",1
Myles Murphy,1
Walter Harmon,1
Don Merrifield,1
James E. Miller,1
Linda Bloodgood,1
Sam Moyed,1
Frank Pecchia,1
Edward Myers,1
Ed. Morris,1
Cohan and Harris' Own Company,1
"Mrs. Stingley, Chicago",1
Fiske O'Hara and Linda Bloodgood,1
Charles Dillingham,1
George Ade,1
Charles Zimmerman,1
Acting Manager for Mr. Dillingham,1
Arthur Houghton,1
Stage Manager for Mr. Dillingham,1
Mack Whiting,1
Mr. Harry F. Fulton,1
Mr. Arthur Houghton,1
The Pearl Maiden Co. (Inc),1
Librettists,1
Earle C. Anthony and Arthur F. Kales,1
Al. Holbrook,1
Adolphe Mayer,1
Advance Representative,1
P. S. Mattox,1
Director of Music,1
Asst. Director of Stage,1
Librettist,1
Arthur F. Kales,1
Wm. H. Fitzgerald,1
Properties Master,1
Libretto,1
Earle C. Anthony,1
Cartoonist creator,1
Authors of Book,1
Thomas Swift and John P. Mulgrew,1
Elven E. Hodges,1
Costumers,1
"Frank Hayden, Madam Ruhe, and Wm. Adler",1
Martin Sampter,1
Advance Manager,1
Frank Barry,1
Jesse H. Jacobson,1
L. L. Vosburgh,1
Dick Simmons,1
Wm. Yates,1
Adolf Philipp Company,1
Elven E. Hedges,1
Thomas Swift,1
Miller,1
"Frank Hayden, Madam Ruhe, and Wm. Adler; Samuel Jacobs",1
Original Playwrights,1
Fonson and Wicheler,1
Musical Director ,1
Priscilla Hubbard,1
Louise Groody,1
Ruth Ambrose,1
Irene Fenwick,1
Col. Miles Standish Bradford,1
Joseph Kilgour,1
Mrs. Dorcas Burnham,1
Maude Turner Gordon,1
Annabelle Burnham,1
Vivian Wessell,1
Oscar Dunn,1
Edgar Nelson,1
Captain Nathan Hodge,1
F. J. McCarthy,1
Evander Hitchborn,1
Pliny Bangs,1
John McKenna,1
Old Port Silver Cornet Band,1
German Irving Place Theatre Players,1
Choreographers,1
James Gorman and Percy Leach,1
Interlocutor,1
Ben Lina,1
Percy Leach,1
Jos. P. Egan,1
Fred De Gresac,1
Kerry Mills,1
A.H. Woods,1
Selector of Color Schemes,1
Copyright holder,1
Chas K. Harris,1
"Business Manager with ""The Hen-Pecks"" Company",1
"Stage Director with ""The Hen-Pecks"" Company",1
"Master of Properties with ""The Hen-Pecks"" Company",1
Glen Macdonough and A. Baldwin Sloane,1
Additional Musical Numbers,1
Hans S. Linne and Will H. Becker,1
Scenic Artist,1
E.Ray Goetz,1
John E. Lyndehan,1
"Sam S. & Lee Shubert, Inc.",1
Karl Wexilbaum,1
General Stage Director for Cohan & Harris,1
Manager with The Hitchcock Company,1
Stanley Fields,1
Lou Jencks,1
Al. Bauer,1
Mistress of the Wardrobe,1
Madame Antrim,1
Ernest Albert of the Lee Lash Studios,1
T. B. MacDonald,1
John Cort,1
Leonard Liebling,1
Henry Gebhard,1
Company Manager for Mr. Cort,1
Lesee and Manager,1
Russell Uniform Company,1
Max and Mahieu,1
Millinery,1
Algernon Giles,1
"DeWolfe, Wachner & Company",1
John Philip Sousa,1
Manager of Mlle. Emma Trentini,1
Arthur Hammerstein,1
William Axt,1
George Blumenthal,1
May Dowling,1
Eugene Roder,1
Stage Machinist,1
Nelson Haverstock,1
Emory Lenharr,1
Wm. Shunk ,1
James Armstrong,1
C. S. M. McLellan,1
Wm. Steinway Lavine,1
Michael Wilens,1
William Dickerman,1
Julian Rolfe,1
Sydney Booth,1
F. F. Cleckner,1
"Siedle Studios, New York",1
"Dodge and Castle, New York",1
Lee Shubert,1
"Frank Tannehill, Jr. and Bud Fisher",1
E.S.S. Huntington,1
Edward Hutchinson,1
J. M. Cunningham,1
Joe Raymond,1
Chas. H. Yale,1
Ribert Bernard,1
Assistant Agent,1
Thomas Mulligan,1
Chas. F. Posty,1
Howard Webster,1
E. S. S. Huntington,1
General Agent,1
H. B. Denny,1
Frank B. Peacock,1
"Max Witt, Inc.",1
Lester Brown,1
Frederic Sargent,1
Max S. Witt,1
Thomas J. Gray,1
Founded on the French Book of,1
M. Ordonneau,1
Hugo Felix,1
Present Version,1
Karl Hoschna,1
Lulu,1
Alice Palmer,1
Catharine,1
Elizabeth Murray,1
Phillippe,1
Sherman Wade,1
"Messrs. Woods, Frazee and Lederer",1
Superintendent of Costumes,1
Scenery Producer,1
"Ernest Albert of Lee Lash Studio, New York",1
General Musical Director,1
General Director,1
General Music Director,1
Hans Linne,1
A Guest,1
Billy,1
Helen Van Ness,1
Irene Palmer,1
Theater owner,1
Costume Supervisor,1
Frazee & Lederer's Costume Department,1
additional numbers by,1
"Manager, Lederer's Costume Department",1
Costume Department Manager,1
Mr. Edgar Norris,1
Stage manager,1
Orchestration,1
Singing Rights Copyright Owner,1
Costume Plate Designer,1
Assistant Propmaster,1
manager,1
Mr. Faversham,1
Western Union Money Transfer,1
advance ticket sales,1
A. E. W. Mason,1
Louis Nethersole,1
"Colonel J. N. Smith, D. S. O.",1
H. Reeves Smith,1
"William Faraday, J.P.",1
Stanley Dark,1
"Admiral Grice, R.N.",1
Halbert Brown,1
Margaret Anglin,1
Winchell Smith,1
M.P. Kruger,1
John Emerson,1
Albert Browne,1
Playwright of American Version,1
Wilson S. Ross,1
Eva Wharton,1
Altmann & Co,1
Concert Grand Piano,1
Wissner & Co,1
D. G. Slattery,1
General Manager for the Olcott Company,1
Gilbert Miller,1
John E. Hogarty,1
Harvey O'Higgins and Harriet Ford,1
Mr. McGinnis,1
Mrs. McGinnis,1
Nina Saville,1
Mrs. O'Dowd,1
Bessie LeaLestina,1
Mr. O'Dowd,1
Richard Quilter,1
Lawrie Linnering,1
Fleming Ward,1
Squire Linnering,1
Charles E. Verner,1
Dennis O'Malley,1
Mr. Olcott,1
Mona Carin,1
Edith Luckett,1
Miss Margaret Flinn,1
Maud Hosford,1
Bridget O'Riley,1
Jennie Lamont,1
Granny,1
Jessie Crommette,1
Michael,1
Stephen Davis,1
Cassius N. Freeborn,1
A. C. Robinson,1
J. Edward Killalea and J. Kiernan Brennan,1
Ernest R. Ball,1
Color Schemes Selector,1
Chief Carpenter,1
Copyright Protection,1
R. De Flers and A. De Caillavet,1
William Seymour,1
Homer Emens,1
Lucille,1
Lucile,1
Edgar Norris ,1
Oliver Morosco,1
Monckton Hoffe,1
Thomas T. Hoyne,1
C. M. S. McLellan,1
Frederic Solomon,1
Manager for Klaw & Erlanger,1
Sam Harrison,1
Adaptor of the American Version,1
Georges Berr and Marcel Guillemaud,1
Set Designer,1
Manager for Mr. Brooks,1
Charles t. Bulklay,1
Business Manager for Mr. Brooks,1
Charles Phillips,1
Alice Kelly,1
charactor,1
Richard Ward,1
Frances Ward,1
Eleanor Woodruff,1
Suffern Thorne,1
Mattie Ferguson,1
Cast Member,1
Edwin Holland,1
"Monty Ward, Richard's brother",1
Sumner Gard,1
Representative for Mr Weber,1
writer,1
Propmasters,1
Arthur Spits and Edward Seidle,1
Costume Manufacturer,1
Mr. Fred Fleck,1
Press representative,1
Mr. John Montague,1
Mr. Joseph Conn,1
Mr. John Gaty,1
Mr. Fred Gleckner,1
Edgar MacGregor,1
Lessee and manager,1
Stage Manager with Company,1
David Graham Phillips,1
Ollie Alget,1
Maggie Pepper,1
Joe Holbrook,1
Frederick Truesdell,1
Merchison,1
Herbert Ayling,1
Lessee & Manager,1
Ada Darkin,1
Mary Hampton,1
C. M. S. McClellan,1
Director of Ensemble Numbers,1
Dialogue Director,1
Musical Conductor,1
Sidney Reilly,1
Ernest Shuter,1
Charles A. Goettler,1
James O'Brien,1
Joseph Magnola,1
F. Richard Anderson,1
Joseph Keeley,1
"Founded on the French Farce, ""Le Petit Cafe"" by",1
Tristan Bernard,1
Byron Ongley,1
Rennold Wolf and Channing Pollock,1
Louis F. Werbs,1
Mark A. Luescher,1
John McGhie,1
Harry B. and Robert B. Smith,1
Heinrich Reinhardt,1
Book and Lyrics in German,1
Julius Wilhelm and A.M. Willner,1
Louis F. Werba and Mark A. Luescher,1
Vladimir,1
R. Rhys,1
Barbara,1
Violet Laurel,1
Sophie,1
Gertrude Rudd,1
The Water Sprite,1
Beth Stone,1
Josie,1
Frances Du Barry,1
Mr. Skinner,1
Otto F. Hoffmann,1
Fritzi,1
Beatrice Singer,1
The Rabbit,1
Miss Bowen,1
Gretel,1
Elizabeth Bell,1
Prince Nepomuk,1
Ben Hendricks,1
Elsie,1
Gertrude Holland,1
Headliner,1
Baron Rudi,1
Vincent Sullivan,1
Eugene,1
Col. Boone,1
Edward Metcalf,1
Louis,1
Dick Van Dyck,1
Spaetling (the town sleuth),1
Charles W. Meyers,1
Hanni,1
Madeline Dailey,1
Evakatl,1
Isabel C. Francis,1
Ursula,1
Jessie Bradbury,1
Roland,1
Tom McNaughton,1
Mr. Lomax,1
Arthur Thalasso,1
Annamirl,1
Elgie Bowen,1
Niki,1
Karl Porter,1
Prince Aldar,1
Thomas Conkey,1
Toni,1
Otto Wilson,1
Fritz,1
Albert Van Sand,1
Princess Bozena,1
The Huntsman,1
Anitra McTavish,1
Electrical Fountain effect,1
Elmer Ferguson,1
Werba and Luescher Costume Department,1
Scenery Painted,1
designs,1
Floral effects,1
Werba & Luescher Electrical Department,1
Miss Macdonald's gowns,1
R.W. McFarland,1
Seldie & John Ellick,1
Floral Effects Designer,1
Joseph Beck,1
J. Schrage,1
Advance Agent,1
Jos. Edmonston,1
"Joseph, New York",1
Shoes by,1
Properties by,1
Harry Bradbury,1
Charles P. Burton,1
Frank Minzey,1
Roy Williams,1
Earl Wallover,1
Hal Hughes,1
Corwin Luskmoor,1
Fire commissioner,1
Ma Hopkins,1
Mrs. Frank Chapman,1
"Lyricist of ""Rose in the Bud""",1
Percy J. Barrow,1
Paul West,1
Mr. Clarence West,1
Joseph Allenton,1
Props manager,1
Daniel Lyons,1
Harry Flohr,1
Adaptor,1
Unitt & Wickes,1
Albert R. Force,1
"Producer, Manager",1
Leo C.Teller,1
adaptor ,1
Terka,1
Edith Page,1
Harry James Smith,1
Harrison Grey Fiske,1
Art Director,1
Costumer,1
Mr. Forbes,1
Miss Kenwyn's Gowns,1
"Maison Maurice, New York",1
Hats,1
Bendel,1
Dresses,1
Bach & Conner,1
Bridesmaids,1
"Misses Williamson, Ashton, Barnette, Mooney, Merritt, Hill, McKenzie, Linnell",1
Costume makers,1
Writers,1
Fishermaids,1
"Misses Merritt, Smith, Roche, Barnette, Linnell, Oliver, Lean, Springer, Adair, Gray, Ashton, Williamson, May, Barrie, Hill, Proctor, Loraine, Myrtle, Rothwell, Siegel, Parry, Campbell, Hill, McKenzie, Jerome, Frazier, Rudd, Thornton, Huntington, Perot, Baline, and Langdon",1
Peasants,1
"Messrs. Cryan, Jackson, Lovel, Doolan, Sachs, McCormack, Landres, Rubinroff, Edward, Gold, Cardero, Pendergast, Reese, Brunner, Wilson, Nathan, Scott, Cody, Lang, Dress, Rose, Bogart, Deem",1
"Henry Wynnegate, Earl of Kerhill",1
J. Malcom Dunn,1
Milliner,1
Gown supplier,1
Mens' clothier,1
Gown supplier for Mrs. Lydig Hoyt,1
James K. Hackett,1
Wm. F. Muenster,1
H. H. Niemeyer,1
Fred A. Sullivan,1
Al. Bolland,1
John E. Smith,1
Clarence Force,1
Fred DeGresac and Harry B. Smith,1
John Stromberg,1
Dav'd Atchison,1
Mr. Fields' representative,1
F.C. Langley,1
Mr. Weber's Representative,1
W.H. Oviatt,1
Miss Templeton's gowns,1
Shulman & Shulman,1
Miss Russell's Hats,1
Suzanne Trowbridge,1
Jeweled Embroideries,1
Hoshajian Co.,1
Miss Russell's gown construction,1
Hitchings,1
Miss Russell's Gown Designer,1
Tryon,1
Gus Sohlke ,1
Arrangers,1
Musical Arrangers,1
"March-""Victory""",1
E. W. Mansfield,1
C. G. Bochert,1
Harris L. Forbes,1
Robert Law,1
E.W. Mansfield,1
Bud Fisher,1
Mr. Gus Hill,1
Mahmout Azoor,1
Anthony Andre,1
"Kyamil Pasha, the Govenor",1
Edward R. Mawson,1
A barber,1
Joseph Kischer,1
Mr. Belasco,1
Incidental Music,1
William Furst,1
Manis Gross,1
Messrs. Wagenhals and Kemper,1
BETTY JACKSON,1
ADELAIDE PRINCE,1
Westropp Saunders,1
Countess Manuela Valencia,1
Edith Campbell,1
Fanny Owens,1
Alice Claire Elliott,1
Duke of Moreland,1
Bruce McRae,1
Ned Stephens,1
Rex McDougall,1
Baron Reuter,1
Minor S. Watson,1
Gound,1
Lampe,1
DeKoven,1
Paul Dickey,1
Chas. Goddard,1
The Players' Producing Company,1
W. H. Gilmore,1
Scenery and Costume Designer,1
William Penhallow Henderson,1
A. L. Perry,1
J. G. Davis,1
G. Berliner,1
Abraham S. Schomer,1
Dramatized,1
Staged,1
W.H. Gilmore,1
Designer,1
William Penhallow Headerson,1
J.G. Davis,1
A.L. Perry,1
Author ,1
F. A. Mills,1
"Hayden & Co., New York",1
"Gowns, hats and riding habits for the company",1
Frances,1
Orchestration Arranger,1
Wm. M. Redfield,1
Manager   ,1
Lee Harrison,1
Robert B. Smith,1
Wagenhals & Kemper Company,1
Mr. Collin Kemper,1
Colin Kemper,1
Rollinson,1
Hoschas,1
Langley,1
Remick,1
The Estate of Henry B. Harris,1
Thomas W. Ryley,1
General Manager of the Popular Motion Picture Co.,1
Rennold Wolf,1
Hudson Construction Company,1
"Joseph Physioc Studios, H. Robert Law Studios",1
Production Supervisor,1
George Wotherspoon,1
Gus Eichels,1
Si. Merritt,1
James Bacon,1
Jim Smith,1
Story,1